"Exam Board","Exam Type","Subject","Module","Topic","Sub Topic"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","Paschal Mystery and Salvation: Implications and significance for Catholic practice today"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","Paschal Mystery and Salvation: Significance for Catholic beliefs about salvation and grace (John 3:10-21, Acts 4:8-12)"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","Paschal Mystery: Redemptive efficacy and significance for Catholics today"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","Paschal Mystery: Catholic teachings about Jesus' life, death, resurrection, and ascension (Luke 24)"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","The Incarnation: Importance for Catholics today"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","The Incarnation: Jesus as incarnate Son, fully God and fully human (John 1:1-18)"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","Creation and Humanity: Implications of these beliefs for Catholics today"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","Creation and Humanity: Divergent understandings of humanity's relationship with Creation (dominion, stewardship)"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","Creation and Humanity: Significance for understanding human nature (created in God's image)"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","Creation: Significance for understanding God's nature (Creator, benevolent, omnipotent, eternal)"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","Creation: Divergent interpretations (literal and metaphorical)"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","Creation: Nature and significance of the biblical account (Genesis 1-3)"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","Historical development of the doctrine of the Trinity (Nicaea, Constantinople)"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","Biblical understandings of God as a Trinity of Persons (e.g., Matthew 3:13-17)"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","The Trinity: Reflection in worship and belief"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","The Trinity: Nature and significance of each Person (Father, Son, Holy Spirit)"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","The Trinity: Nature and significance of the oneness of God"
"Edexcel","GCSE","Religious Studies B","Religion and Ethics (Catholic Christianity)","Catholic Beliefs","The Trinity: Nature and significance as expressed in the Nicene Creed"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Practices","Mission and Evangelism: History and significance; Divergent practices locally, nationally, and globally; Fulfilling Jesus' commission and Church teachings (Evangelii Gaudium Chapter 5)"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Practices","Catholic Social Teaching: Reflecting love of neighbour; Justice, peace, reconciliation (Evangelii Gaudium paragraphs 182-237 - Inclusion of the poor); Reflection in Catholic lives (Matthew 25:31-46); Work of CAFOD"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Practices","Pilgrimage: Nature, history, and purpose; Significance of pilgrimage sites; Divergent Christian understandings (Jerusalem, Lourdes, Rome, Walsingham - Catechism of the Catholic Church 2691-2696)"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Practices","Popular Piety: Rosary, Eucharistic adoration, Stations of the Cross; Usage and importance; Importance of diverse worship (Catechism of the Catholic Church 1674-1676); Divergent Christian attitudes"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Practices","Prayer: Raising hearts and minds to God; Different types (Lord's Prayer - Matthew 6:5-14, set prayers, informal prayer); Usage and importance; Importance of diverse worship"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Practices","Funeral Rite: Practices in home, church, and cemetery ('Preparing my funeral' by Vincent Nichols); Aims (communion with deceased, community, proclamation of eternal life); Significance for Catholics"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Practices","Liturgical Worship: The Mass (structure, Eucharist as source and summit of Christian life - Lumen Gentium paragraph 7); Divergent Christian attitudes towards liturgical worship"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Practices","Sacramental Nature of Reality: Creation manifesting God's presence; Meaning and effects of the seven sacraments (Catechism of the Catholic Church 1210-1211); Practice and symbolism; Communicating God's grace; Divergent Christian attitudes"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Beliefs and Teachings","Eschatology: Life after death, resurrection, judgment, heaven, hell, purgatory (John 11:17-27, 2 Corinthians 5:1-10); Divergent Christian beliefs; Importance for Catholics today"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Beliefs and Teachings","Salvation and Grace: Significance of Jesus' life, death, resurrection, and ascension (John 3:10-21, Acts 4:8-12); Implications for Catholic practice"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Beliefs and Teachings","The Paschal Mystery: Jesus' life, death, resurrection, and ascension (Luke 24); Redemptive efficacy and significance for Catholics today"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Beliefs and Teachings","The Incarnation: Jesus as incarnate Son, fully God and fully human (John 1:1-18); Importance for Catholics today"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Beliefs and Teachings","Humanity and Creation: Humanity created in God's image (Genesis 1-3); Divergent understandings of humanity's relationship with Creation (dominion and stewardship); Implications for Catholics today"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Beliefs and Teachings","Creation: Biblical account (Genesis 1-3); Divergent Christian interpretations (literal and metaphorical); Significance for understanding God's nature (Creator, benevolent, omnipotent, eternal)"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Beliefs and Teachings","Biblical understandings of God as a Trinity: Reference to the baptism of Jesus (Matthew 3:13-17); Historical development of the doctrine (First Council of Nicaea and Constantinople)"
"Edexcel","GCSE","Religious Studies A","Study of Religion: Catholic Christianity","Beliefs and Teachings","The Trinity: Nature and significance as expressed in the Nicene Creed; Oneness of God; Individual Persons (Father, Son, Holy Spirit); Reflection in worship and belief"
"Edexcel","GCSE","Psychology","Individual Differences","Psychopathology","Explanations and treatments for psychological disorders"
"Edexcel","GCSE","Psychology","Individual Differences","Psychopathology","Psychological disorders (phobias, depression, OCD)"
"Edexcel","GCSE","Psychology","Individual Differences","Psychopathology","Definitions of abnormality"
"Edexcel","GCSE","Psychology","Developmental Psychology","Attachment","The influence of early attachment on later relationships"
"Edexcel","GCSE","Psychology","Developmental Psychology","Attachment","Types of attachment"
"Edexcel","GCSE","Psychology","Developmental Psychology","Attachment","Theories of attachment"
"Edexcel","GCSE","Psychology","Social Psychology","Social Cognition","Attribution theory"
"Edexcel","GCSE","Psychology","Social Psychology","Social Influence","Explanations of conformity and obedience"
"Edexcel","GCSE","Psychology","Social Psychology","Social Influence","Conformity and obedience"
"Edexcel","GCSE","Psychology","Biological Psychology","Hormones","The role of hormones in behaviour"
"Edexcel","GCSE","Psychology","Biological Psychology","The Brain","Structure and function of the brain"
